,Unnamed: 0,SiteId,SiteRef,SiteOpenIssueId,IssueID,Issue Type,AMSAssetRef,IssueDescription,IssueCreated,RiskRating,WorkRequired,ResidualRisk,Status,Comments,S/P No,PDS I/P No,FixedDate,address_tower_id,AssetRef,RaisedBy,ResolutionComments,ResolvedbyProject,SiteName,TelstraAddressID,Asset Owner CompanyName,OpExEstimate,CapExEstimate,ReviewDate,DateLastUpdated,_LastEditDate,_CreatedDate,UserLastUpdated,ResourcesNeeded,CreatedbyProject,PMProjectRef,CorrosionRegionType,WindRegionType,StructureClassCode,Height,StructureInstallationDate,Latitude,Longitude,PaintingType,Land_Elevation,distance_km
1069,7082,1849,WA001849,12952,WA001849-4,Planned Maintenance,WA001849_STR_1,Corrosion has come through treatment applied two years ago.,2021-01-21,2E - PM1 - 6 Months,"PDS 50034663, SP30098218, YALLINGUP MOB, WA001849, WA, STR_1, AMPLITEL, FY22-23, PM – PLANNED MAINTENANCE.Grit Blasting and re-painting is to be as per the MCU Coatings Guidelines.Contractors are to contact MCU Coatings for training on the application of MCU PaintsPole is to be left un-grouted to monitor corrosion.",2B - MON,FXD,Legacy Status: MON,30098218,,2023-04-27,65851_1,STR_1,Adam.K.Jaggard@team.telstra.com,,,YALLINGUP MOB,65851,AMPLITEL,"30,000",,2023-06-05,Apr 27 2023  6:06PM,2023-04-27,,Andrew Drakeley,,,,E (Very High),A,POLE STEEL,25.0,2003-12-11,-33.647694,115.02917,NOT PAINTED,61.90015411376953,0.6573847185513715
1070,7083,1849,WA001849,49202,WA001849-14,Minor Maintenance,WA001849_STR_1,"Bolt cage corrosion at the base of the pole was treated for the second time in April 2023,See MCU paint spec in As-Built Drawings & Artifacts",2023-05-01,2B - MON,"Monitor bolt cage corrosion at the base of the pole stub bolts treated with MCU MCU-Aluprime RG three coats April 2023, Undertake detailed inspection of bolt cage at each site visit.",2B - MON,MON,See Photos in CMS,,,,65851_1,STR_1,Andrew Drakeley,,,YALLINGUP MOB,65851,AMPLITEL,,,,May  1 2023  9:55AM,2023-05-01,2023-05-01,Andrew Drakeley,,,,E (Very High),A,POLE STEEL,25.0,2003-12-11,-33.647694,115.02917,NOT PAINTED,61.90015411376953,0.6573847185513715
1071,7084,1851,WA001851,12971,WA001851-8,Planned Maintenance,WA001851_STR_1,"No evidence of corrossion, however with soil touching base corrossion is eminant",2011-10-07,1D - NSV,Continue to monitor base of pole. IRM_161121_REF:S1_023. No corrosion evident.,1B - MON,NSV,Legacy Status: NSV,,,,13161_1,STR_1,IRM@excelriggingservices.com.au,,,WICKHAM EXCHANGE,13161,AMPLITEL,,,2025-11-16,Jan 19 2022  9:33AM,,,shaun.o'malley@kordia.com.au,,,,C (Medium),D,POLE STEEL,5.6,2003-12-11,-20.674097,117.14212,NOT PAINTED,9.0,2.826972690237169
1072,7085,1855,WA001855,12990,WA001855-3,Planned Maintenance,WA001855_STR_1,"Structure 2  G1/120 guy wire suffering light corrosion. , and guy wire construction is 4mm FSWR",2022-03-21,3B - PM4 - 5 Years,IRM_121021_REF: 023s2-1to2. This guy wire must have been changed and no available guy wire to match the rest.,1B - MON,PM4,Legacy Status: PM4,,,,2044_2,STR_1,shaun.o'malley@kordia.com.au,,,BAMBOO CREEK MINE,2044,AMPLITEL,,,,Aug  3 2023  2:28PM,2023-08-03,,Christopher Prause,,,,B (Low),A,POLE STEEL,9.0,2004-10-25,-20.926487,120.199893,NOT PAINTED,278.1229248046875,111.23204539644375
1073,7086,1855,WA001855,12994,WA001855-7,Planned Maintenance,WA001855_STR_1,s2 G1/120 guy wire tensioning bolts M16 ands3  G1/325 guy wire tensioning bolt M16 suffering medium corrosion.,2022-03-21,3B - PM4 - 5 Years,"IRM_121021_REF:026. Replace, or if  structures are to  be recovered than no action required .Refer to TFP for analysis/action.",2C - PM4 - 5 Years,PM4,Legacy Status: PM4,,,,2044_2,STR_1,shaun.o'malley@kordia.com.au,,,BAMBOO CREEK MINE,2044,AMPLITEL,,,,Aug  3 2023  2:28PM,2023-08-03,,Christopher Prause,,,,B (Low),A,POLE STEEL,9.0,2004-10-25,-20.926487,120.199893,NOT PAINTED,278.1229248046875,111.23204539644375
1074,7087,1855,WA001855,13000,WA001855-13,Planned Maintenance,WA001855_STR_1,Recover redundant pole and associated infrastructure,2005-10-28,4C - TFP / PM3 - 18 Months,"FY21 I&RM inspection identified cracking in the Riverton Pole and the guy tensioning hardware suffering from medium corrosion.,",1A - MON,PM3,Legacy Status: PM3,,,,2044_2,STR_1,Wade.McAuslan@team.telstra.com,,,BAMBOO CREEK MINE,2044,AMPLITEL,,,2031-10-12,Aug  3 2023  2:28PM,2023-08-03,,Christopher Prause,,,,B (Low),A,POLE STEEL,9.0,2004-10-25,-20.926487,120.199893,NOT PAINTED,278.1229248046875,111.23204539644375
1075,7088,1868,WA001868,40822,WA001868-4,Planned Maintenance,WA001868_STR_1,Light (possibly) medium corrosion to bolts on the guy take offs and anchor shackles,2022-06-07,2D - PM2 - 12 Months,"PDS 50037127, SP30104204, FY24 ARCHOS PLANNED MAINTENANCE PROGRAM – Amplitel. Treat (wire brush and apply protective coating of cold gal) to bolts suffering light (possibly medium) corrosion in drone photos of bolts on guy take offs and anchors (shackles).  Take measurements of those bolts that require replacement.Repair Advise - Completed 9.11.2023Original Scope: • Refurbish wire brush/galv spray light corrosion on shackles and turnbuckles, replace the corroded nuts on all affected shackles, remove the shackle split pins and mouse the shackles with galvanised mousing wire.Scope Completed:• Refurbished / Wire brushed & galvanised sprayed all shackles and turnbuckles on Guys anchors and Structure.• Replaced all the corroded nuts on all affected shackles.• Removed the shackle split pins and Installed galvanised mousing wire.",2C - PM4 - 5 Years,PM2,,30104204,50037127,2023-12-11,68489_1,STR_1,Debby Kirkwood,,,BOYUP BROOK,68489,AMPLITEL,,,2024-02-23,Dec 11 2023  1:36PM,2023-12-11,2022-06-07,Adam Jaggard,,,,B (Low),A,MAST GUYED,57.0,2003-12-11,-33.857476098,116.408287677,NOT PAINTED,303.1486206054688,91.7746674938406
1076,7089,1902,WA001902,13229,WA001902-7,Planned Maintenance,WA001902_STR_1,Site Inspection,2012-06-23,2D - PM2 - 12 Months,"1. Undertake Inspection & Routine Maintenance in accordance with I&RM 010623. It is acceptable that non I&RM accredited riggers carry out this inspection. Upload the I&RM report into CANRAD.2. Inspectors are to make every attempt to permanently or temporarily fix all issues they identify while on site e.g. Where possible fix PM1, PM2 and PM3 issues. 3. Complete the Radio Structure Corrosion Report to comprehensively detail the severity of corrosion damage on components that can not adequately refurbished under I&RM. 4. Check that the RF service is working and/or is still required. Update CANRAD to reflect any changes to the RF services.",1A - MON,FXD,Legacy Status: NID,SP14000059 WO0001,18/06/2012 12:00:00 AM,2016-06-06,1339_1,STR_1,michael.c.armour@team.telstra.com,,,VALENTINE CREEK,1339,AMPLITEL,,,,Jun  6 2016  4:01PM,,,michael.c.armour@team.telstra.com,,,,B (Low),B,MAST GUYED,73.2,2003-12-11,-15.758717,128.61746,NOT PAINTED,75.50225067138672,39.376654231073715
1077,7090,1916,WA001916,45762,WA001916-10,Routine Maintenance,WA001916_STR_2,Surface-Light corrosion present. All items inspected & all corrosion recorded,2022-10-25,4B - PM3 - 4 Years,Treat (wire brush and apply cold gal) to the guy take off shackle bolts and nuts suffering surface/light corrosion.  Replace the corroded split pins.,2B - MON,PM3,,MAINT,50040705,2025-02-24,10282_2,STR_2,Debby Kirkwood,,42935.0,COORALYA OFRS,10282,AMPLITEL,,,2026-10-24,Dec  2 2024  1:33PM,2024-12-02,2022-10-25,Andrew Drakeley,,,LCR-42935,B (Low),D,MAST GUYED,60.45,2012-07-11,-24.563657403,113.937595446,NOT PAINTED,25.34988594055176,37.63208532832248
1078,7091,1952,WA001952,13471,WA001952-10,Planned Maintenance,WA001952_STR_1,Site Inspection,2012-06-22,2D - PM2 - 12 Months,"Inspect the radio mast in accordance with 010623 IRM TIER 2 F03 reporting guidelines: Refer EDMS document AYR 1509 Complete the Radio Structure Corrosion Report to comprehensively detail the severity of corrosion on the structure, equipment cabinet etc. Contact Michael Armour on 08 84334464 for information regarding the new I&RM TIER-2 inspection guidelines.  Email the completed F03 TIER-2 inspection reports  to michael.c.armour@team.telstra.com. Note: Emails/Completed reports must be less than 10 meg",1A - MON,FXD,Legacy Status: NID,SP14000070 WO0013,9/02/2014 12:00:00 AM,2014-06-30,13505_1,STR_1,michael.c.armour@team.telstra.com,,,CLARKSON,13505,AMPLITEL,,,,Sep  2 2014  8:19PM,,,IRM@excelriggingservices.com.au,,,,B (Low),C,MAST GUYED,73.2,2002-04-08,-17.653309,123.274679,NOT PAINTED,28.38590621948242,33.18313637835673
1079,7092,1953,WA001953,45256,WA001953-6,Routine Maintenance,WA001953_STR_1,Surface corrosion on the structure from 25 to 40 m height.,2022-09-14,3B - PM4 - 5 Years,Monitor corrosion next inspection.  Report on any change or advance.,1C - MON,PM4,,,,,13503_1,STR_1,Debby Kirkwood,,,JILLIAN RIDGE RT,13503,AMPLITEL,,,2027-09-13,,,2022-09-14,,,,,B (Low),B,MAST GUYED,48.8,2002-04-09,-17.685403,123.040157,NOT PAINTED,117.9679183959961,55.38319360467436
1080,7093,1959,WA001959,13497,WA001959-2,Planned Maintenance,WA001959_STR_1,Medium corrosion on stringer approx 45mtrs,2018-07-31,2C - PM4 - 5 Years,"Repalce affected stringer (850mm x70mmx6mm) legs 45mm, face width outer leg to outer leg is 800mm, can reuse existing hardware. FXD_191023.",2A - MON,PM4,Legacy Status: PM4,,,2023-10-19,85166_1,STR_1,ross.neilsonh@kordia.com.au,,,BEDFORDALE EAST,85166,AMPLITEL,,,2023-04-21,Oct 30 2023  9:16AM,2023-10-30,,Shaun O&#39;malley,,,,B (Low),A,MAST GUYED,60.0,2002-04-12,-32.184280546,116.083920823,NOT PAINTED,343.3607177734375,29.117092070270715
1081,7094,1959,WA001959,13500,WA001959-5,Planned Maintenance,WA001959_STR_1,Light corrosion on Guy swages all affected both ends,2007-01-02,4A - PM4 - 7 Years,Wire brushed and treated swages with zinc . Monitor condition NSV. Recommend replacement of  12 4mm split pins . Ground level tensioning steel bolts,2B - MON,FXD,Legacy Status: NSV,SP14000007 WO0001,22/02/2011 12:00:00 AM,2012-01-16,85166_1,STR_1,michael.black@au.abb.com,,,BEDFORDALE EAST,85166,AMPLITEL,,,,Feb  9 2012  7:40AM,,,ross.neilsonh@kordia.com.au,,,,B (Low),A,MAST GUYED,60.0,2002-04-12,-32.184280546,116.083920823,NOT PAINTED,343.3607177734375,29.117092070270715
1082,7095,1960,WA001960,13510,WA001960-8,Planned Maintenance,WA001960_STR_1,Site Inspection,2012-06-22,2D - PM2 - 12 Months,"1. Undertake Inspection & Routine Maintenance in accordance with I&RM 010623. It is acceptable that non I&RM accredited riggers carry out this inspection. Upload the I&RM report into CANRAD.2. Inspectors are to make every attempt to permanently or temporarily fix all issues they identify while on site e.g. Where possible fix PM1, PM2 and PM3 issues. 3. Complete the Radio Structure Corrosion Report to comprehensively detail the severity of corrosion damage on components that can not adequately refurbished under I&RM. 4. Check that the RF service is working and/or is still required. Update CANRAD to reflect any changes to the RF services.",1A - MON,FXD,Legacy Status: FXD,SP14000059 WO0001,18/06/2012 12:00:00 AM,2013-01-10,13544_1,STR_1,michael.c.armour@team.telstra.com,,,DILLINGER RT,13544,AMPLITEL,,,,Jan 10 2013  3:23PM,,,kamal.neupane@team.telstra.com,,,,B (Low),A,MAST GUYED,61.0,2002-04-17,-18.579271,127.219564,NOT PAINTED,363.0245361328125,187.98592012761694
1083,7096,1961,WA001961,13516,WA001961-6,Planned Maintenance,WA001961_STR_1,Site was not inspected under SP17000017 WO0042,2010-12-06,2D - PM2 - 12 Months,"""1. Undertake Inspection & Routine Maintenance in accordance with I&RM 010623. It is acceptable that non I&RM accredited Riggers carry out this inspection. 2. Inspectors are to make every attempt to permanently or temporarily fix all issues they identify while on site e.g. Where possible fix PM1, PM2 and PM3 issues. 3. Spot treat/refurbish components where there is evidence of medium to heavy corrosion. Refurbishment methods are to be in accordance with TAF0001-379352 Telstra Paint Spec V2a and/or the revised specification AAE-6642 Spec.229. 4. Complete a Radio Structure Corrosion Report TAF0001-667556, to comprehensively detail the severity of corrosion damage on components that are not adequately refurbished or replaced under this project.   """,1A - MON,FXD,Legacy Status: NID,SP19000017 WO0025,1/12/2010 12:00:00 AM,2010-12-02,13555_1,STR_1,michael.c.armour@team.telstra.com,,,NGUMBAN,13555,AMPLITEL,,,,Dec  9 2010  4:28PM,,,IRM@excelriggingservices.com.au,,,,B (Low),A,MAST GUYED,45.7,2002-04-18,-18.774329001,126.107206184,NOT PAINTED,296.0286560058594,289.42194024785323
1084,7097,1961,WA001961,13518,WA001961-8,Planned Maintenance,WA001961_STR_1,Site Inspection - Planned Maintenance is the driver,2011-09-22,2D - PM2 - 12 Months,"1. Undertake Inspection & Routine Maintenance in accordance with I&RM 010623. It is acceptable that non I&RM accredited riggers carry out this inspection. Upload the I&RM report into CANRAD.2. Inspectors are to make every attempt to permanently or temporarily fix all issues they identify while on site e.g. Where possible fix PM1, PM2 and PM3 issues. 3. Complete the Radio Structure Corrosion Report to comprehensively detail the severity of corrosion damage on components that can not adequately refurbished under I&RM. 4. Check that the RF service is working and/or is still required. Update CANRAD to reflect any changes to the status of the radio site.",1A - MON,FXD,Legacy Status: FXD,SP14000017 WO0007,26/07/2010 12:00:00 AM,2011-12-16,13555_1,STR_1,michael.c.armour@team.telstra.com,,,NGUMBAN,13555,AMPLITEL,,,,Mar 29 2012  9:30AM,,,Mark.L.Delaine@team.telstra.com,,,,B (Low),A,MAST GUYED,45.7,2002-04-18,-18.774329001,126.107206184,NOT PAINTED,296.0286560058594,289.42194024785323
1085,7098,1966,WA001966,13549,WA001966-9,Planned Maintenance,WA001966_STR_1,"Structure spare. Dish not active, feeder not connected inside hut",2008-04-23,5B - PM3 - 3 Years,Remove corroded antenna and hardware,5B - PM3 - 3 Years,FXD,Legacy Status: REC,SP14000017 WO0008,26/07/2010 12:00:00 AM,2012-03-20,12676_2,STR_1,james.wallace@au.abb.com,,,MANYPEAKS EXCHANGE,12676,AMPLITEL,,,,Mar 20 2012 10:29AM,,,tony.j.parravicini@team.telstra.com,,,,C (Medium),A,POLE CONCRETE,10.0,2002-04-23,-34.84479,118.15327,NOT PAINTED,104.2323303222656,10.61219768271214
1086,7099,1966,WA001966,13550,WA001966-10,Planned Maintenance,WA001966_STR_1,Structure Inspection,2011-03-14,2D - PM2 - 12 Months,Undertake Inspection & Routine Maintenance in accordance with I&RM 010623. It is acceptable that non I&RM accredited riggers carry out this inspection. Upload the I&RM report into CANRAD.Complete a Radio Structure Corrosion Report [TAF0001-667556] to comprehensively detail the severity of corrosion damage on components that can not adequately refurbished under I&RM. Attach corrosion report to I&RM F01 report and upload into CANRAD .Once the remedial works [Work Order] has been completed update CANRAD with a FIXED DATE against all relevant maintenance issues and archive photos pertaining to the issues.,1A - MON,FXD,Legacy Status: PM2,SP14000017 WO0008,26/07/2010 12:00:00 AM,2012-03-19,12676_2,STR_1,michael.c.armour@team.telstra.com,,,MANYPEAKS EXCHANGE,12676,AMPLITEL,,,,Apr 16 2012  9:57AM,,,Mark.L.Delaine@team.telstra.com,,,,C (Medium),A,POLE CONCRETE,10.0,2002-04-23,-34.84479,118.15327,NOT PAINTED,104.2323303222656,10.61219768271214
1087,7100,1966,WA001966,13542,WA001966-2,Planned Maintenance,WA001966_STR_1,"pole with 1 level of guy wires ,  light corrosion on all guy wires ,see corrosion report . 6mm guy wires crimpped at both ends, only one crimp",2020-03-03,3B - PM4 - 5 Years,3 -9 mtrs .Monitor corrosion  or recover structure. 6mm guys 1x7(6/1),3B - PM4 - 5 Years,PM4,Legacy Status: PM4,,,,12676_2,STR_1,ross.neilsonh@kordia.com.au,,,MANYPEAKS EXCHANGE,12676,AMPLITEL,,,2024-11-22,Aug  3 2023  2:30PM,2023-08-03,,Christopher Prause,,,,C (Medium),A,POLE CONCRETE,10.0,2002-04-23,-34.84479,118.15327,NOT PAINTED,104.2323303222656,10.61219768271214
1088,7101,1967,WA001967,42790,WA001967-6,Planned Maintenance,WA001967_STR_1,Medium corrosion - Structure earth strap below ground,2022-07-17,4B - PM3 - 4 Years,Repair structure earth strap using procedure 010623 (green & yellow earth cable).  NOTE: Structure is vacant.,1C - MON,PM3,,,,,12667_1,STR_1,Debby Kirkwood,,,CRANBROOK EXCHANGE,12667,AMPLITEL,,,,Aug  3 2023  2:30PM,2023-08-03,2022-07-17,Christopher Prause,,,,B (Low),A,POLE STEEL,24.0,2002-04-23,-34.29584,117.553246,NOT PAINTED,257.0628967285156,75.02579271511354
1089,7102,1977,WA001977,43077,WA001977-8,Planned Maintenance,WA001977_STR_1,Medium corrosion on RS leg mast earth strap,2022-08-18,3B - PM4 - 5 Years,IRM_090822- 1.1mm metal loss below ground. Inspect & Monitor corrosion level next inspection.,2C - PM4 - 5 Years,PM4,,,,,14046_1,STR_1,Shaun O'malley,,,DOODEMARRA WELL,14046,AMPLITEL,,,2027-08-17,,,2022-08-18,,,,,B (Low),A,MAST GUYED,43.2,2002-05-03,-30.869400063,116.163508561,NOT PAINTED,312.2734985351562,79.56892642571758
1090,7103,1981,WA001981,13641,WA001981-17,Planned Maintenance,WA001981_STR_1,Surface to medium corrosion above 17M level. Aviation paint deteriorated entire structure. Recommend a full corrosion inspection. Treat corrosion per report.,2012-06-07,2D - PM2 - 12 Months,Review at next inspection and complete a new Radio Structure Corrosion Report [TAF0001-667556] to comprehensively detail the severity of corrosion on components.,2A - MON,FXD,Legacy Status: PM2,SP14000205 WO0002,18/06/2015 12:00:00 AM,2016-03-23,12801_1,STR_1,ross.neilsonh@kordia.com.au,,,LANCELIN EXCHANGE,12801,AMPLITEL,,,,Jun 14 2016  3:26PM,,,ross.neilsonh@kordia.com.au,,,,E (Very High),A,TOWER STEEL,26.9,2002-05-07,-31.020874,115.33687,AVIATION,6.491384983062744,0.6603423651692105
1091,7104,1981,WA001981,13629,WA001981-5,Planned Maintenance,WA001981_STR_1,Structure legs and other components braces/bolts suffering Medium to Heavy corrosion.,2020-10-15,2E - PM1 - 6 Months,LCR - TIM to review latest Corrosion Report (257_Lancelin_Exchange_12801) IRM_230522_ Tower legs suffer of medium to heavy corrosion on several spots. Several braces suffer of medium to heavy corrosion and need replacing. Medium to heavy corroded bolts on the tower. See corrosion report. Refer to TFP for analysis/action. Photos have been taken from the ground as well on all tower faces 12801_029-1to3. Unable to take more information on the day due to severe weather 12801_030,2D - PM2 - 12 Months,FXD,"structure BOLTS REPLACED ON IP: 50033788 LANCELIN EXCHANGE, WA, WA001981_STR 1, AMPLITEL, FY22-23, PM – PLANNED MAINTENANCE",30098218,,2022-11-16,12801_1,STR_1,Adam.K.Jaggard@team.telstra.com,,,LANCELIN EXCHANGE,12801,AMPLITEL,,,2021-04-13,Nov 16 2022  2:12PM,2022-11-16,,Andrew Drakeley,,,,E (Very High),A,TOWER STEEL,26.9,2002-05-07,-31.020874,115.33687,AVIATION,6.491384983062744,0.6603423651692105
1092,7105,1981,WA001981,13627,WA001981-3,Planned Maintenance,WA001981_STR_1,Structure Corrosion Report Required,2017-08-15,3C - PM3 - 2 Years,"PDS50013757, SP30069008, WA MULTIPLE SITES, 2017/18, MINOR PLANNED MAINTENANCE. Network Delivery are to complete a Structure Corrosion Report to comprehensively detail all corrosion damage, this report will be used as a scoping tool for future maintenance projects.",1E - NSV,FXD,Legacy Status: PM3,SP30069008 WO0000,7/08/2017 12:00:00 AM,2018-06-19,12801_1,STR_1,Adam.K.Jaggard@team.telstra.com,,,LANCELIN EXCHANGE,12801,AMPLITEL,3500,,,Jun 19 2018 10:09AM,,,Adam.K.Jaggard@team.telstra.com,,,,E (Very High),A,TOWER STEEL,26.9,2002-05-07,-31.020874,115.33687,AVIATION,6.491384983062744,0.6603423651692105
1093,7106,1981,WA001981,13642,WA001981-18,Planned Maintenance,WA001981_STR_1,Shelter rails corrosion. Recommend a full corrosion inspection at time of structure inspection.,2012-06-07,2D - PM2 - 12 Months,Review at next inspection and complete a new Radio Structure Corrosion Report [TAF0001-667556] to comprehensively detail the severity of corrosion on components.,2A - MON,FXD,Legacy Status: PM2,SP14000205 WO0002,18/06/2015 12:00:00 AM,2016-03-23,12801_1,STR_1,ross.neilsonh@kordia.com.au,,,LANCELIN EXCHANGE,12801,AMPLITEL,,,,Jun 14 2016  3:26PM,,,ross.neilsonh@kordia.com.au,,,,E (Very High),A,TOWER STEEL,26.9,2002-05-07,-31.020874,115.33687,AVIATION,6.491384983062744,0.6603423651692105
1094,7107,1981,WA001981,13632,WA001981-8,Planned Maintenance,WA001981_STR_1,Paint work on tower is in very poor condition on the top of the tower.  There is a lot of corrosion underneath the paint.,2004-07-16,1B - MON,Monitor paint and steelwork and report on condition,1A - MON,FXD,Legacy Status: MON,SP16000017 WO0021,4/01/2010 12:00:00 AM,2010-06-02,12801_1,STR_1,Terry.Keating@au.abb.com,,,LANCELIN EXCHANGE,12801,AMPLITEL,,,,Jun 16 2010 10:21AM,,,IRM@excelriggingservices.com.au,,,,E (Very High),A,TOWER STEEL,26.9,2002-05-07,-31.020874,115.33687,AVIATION,6.491384983062744,0.6603423651692105
1095,7108,1981,WA001981,13640,WA001981-16,Planned Maintenance,WA001981_STR_1,PAINT HAS DEGRADED. FLAKING AND BLISTERING PAINT SOME CORROSION ON STRUCTURE 10 M LEVEL BRACING ON NORTH FACE INITIAL TESTING HAS SHOWN PAINT CONTAINS LEAD.,2004-09-28,2A - MON,"[Possible LCR 2010-11 Scope 2009-10] Monitor Surface to Light Corrosion on Structure at next inspection, Hazard Paint on Structure starting to Fade, Peel & Flake, Structure maybe possible LCR at next. Scope LCR at next inspection.",2A - MON,FXD,Legacy Status: MON,SP16000017 WO0021,4/01/2010 12:00:00 AM,2010-06-02,12801_1,STR_1,Vicki.Schluter@team.telstra.com,,,LANCELIN EXCHANGE,12801,AMPLITEL,,,,Jun 16 2010 10:21AM,,,IRM@excelriggingservices.com.au,,,,E (Very High),A,TOWER STEEL,26.9,2002-05-07,-31.020874,115.33687,AVIATION,6.491384983062744,0.6603423651692105
1096,7109,1981,WA001981,41018,WA001981-20,Planned Maintenance,WA001981_STR_1,Medium and Heavy corrosion present. All items inspected & all corrosion recorded. (TFP changed to MON as structure is getting replaced in FY23.),2022-07-06,2C - PM4 - 5 Years,"IRM_230522_TIM to review Structure component corrosion report and bolt Corrosion Report. 6/09/22 email from Kimber, Gavin Kimber, We are building new pole in late Q3 or Q4 FY23 so wouldn’t bother with PM fixes. Tower Removed New 40m Concrete Pole Installed",3C - PM3 - 2 Years,PM4,"Legacy PM2, TFP changed to MON as structure is getting replaced in FY23.",,,2023-07-13,12801_1,STR_1,Shaun O'malley,,,LANCELIN EXCHANGE,12801,AMPLITEL,,,2028-07-11,Jul 13 2023  4:21PM,2023-07-13,2022-07-06,Andrew Drakeley,,,,E (Very High),A,TOWER STEEL,26.9,2002-05-07,-31.020874,115.33687,AVIATION,6.491384983062744,0.6603423651692105
1097,7110,1981,WA001981,13634,WA001981-10,Planned Maintenance,WA001981_STR_1,Light to medium corrosion on support rails for shelter,2008-05-13,1C - MON,Monitor condition of support rails at next inspection date and estimate remaining service life before refurbishment is required,1A - MON,FXD,Legacy Status: MON,SP16000017 WO0021,4/01/2010 12:00:00 AM,2010-06-02,12801_1,STR_1,joe.sweeney@au.abb.com,,,LANCELIN EXCHANGE,12801,AMPLITEL,,,,Jun 16 2010 10:22AM,,,IRM@excelriggingservices.com.au,,,,E (Very High),A,TOWER STEEL,26.9,2002-05-07,-31.020874,115.33687,AVIATION,6.491384983062744,0.6603423651692105
1098,7111,1981,WA001981,13625,WA001981-1,Planned Maintenance,WA001981_STR_1,Heavy corrosion present. All items inspected & all corrosion recorded,2016-06-14,5C - PM2 - 12 Months,Towers Planning to review Structure Corrosion Report.,1B - MON,FXD,Legacy Status: PM2,SP20000017 WO1000,30/06/2017 12:00:00 AM,2020-04-06,12801_1,STR_1,ross.neilsonh@kordia.com.au,,,LANCELIN EXCHANGE,12801,AMPLITEL,,,,Apr  6 2020 12:46PM,,,Adam.K.Jaggard@team.telstra.com,,,,E (Very High),A,TOWER STEEL,26.9,2002-05-07,-31.020874,115.33687,AVIATION,6.491384983062744,0.6603423651692105
1099,7112,1981,WA001981,13628,WA001981-4,Planned Maintenance,WA001981_STR_1,Heavily corroded tower bracing on W Face. Refer photos in CANRAD Loaded 14/11/2018. Braces have been painted yellow and pink. Do not attached to yellow and pink painted braces on W Face while climbing. Contact Michael Armour Towers Planning 08 84334464 and/or  Andrew Drakeley 08 6224 9815 for further information.,2018-11-14,5C - PM2 - 12 Months,Heavily corroded tower bracing on W Face. Refer photos in CANRAD Loaded 14/11/2018. Braces have been painted yellow and pink. Do not attached to yellow and pink painted braces on W Face while climbing. Contact Michael Armour Towers Planning 08 84334464 and/or  Andrew Drakeley 08 6224 9815 for further information.,1A - MON,FXD,Legacy Status: PM2,SP20000017 WO1000,30/06/2017 12:00:00 AM,2019-05-08,12801_1,STR_1,michael.c.armour@team.telstra.com,,,LANCELIN EXCHANGE,12801,AMPLITEL,,,,May  8 2019  9:22AM,,,andrew.drakeley@team.telstra.com,,,,E (Very High),A,TOWER STEEL,26.9,2002-05-07,-31.020874,115.33687,AVIATION,6.491384983062744,0.6603423651692105
1100,7113,1981,WA001981,13633,WA001981-9,Planned Maintenance,WA001981_STR_1,Aviation paint on structure fading and starting to chip/flake off steelwork. Minor sections of surface to light corrosion forming on steel. Light to medium corrosion forming on upper tower bolts.,2008-05-13,2A - MON,Review corrosion levels and report if replacement of members are required.,2A - MON,FXD,Legacy Status: MON,SP16000017 WO0021,4/01/2010 12:00:00 AM,2010-06-02,12801_1,STR_1,joe.sweeney@au.abb.com,,,LANCELIN EXCHANGE,12801,AMPLITEL,,,,Jun 16 2010 10:22AM,,,IRM@excelriggingservices.com.au,,,,E (Very High),A,TOWER STEEL,26.9,2002-05-07,-31.020874,115.33687,AVIATION,6.491384983062744,0.6603423651692105
1101,7114,1985,WA001985,42824,WA001985-5,Planned Maintenance,WA001985_STR_1,Surface/medium corrosion on all guy anchor shackle split pins,2022-07-22,2C - PM4 - 5 Years,"Replace 20 x split pins on guy anchor shackles, found to be suffering surface/med corrosion at drone irm 2022.",1A - MON,PM4,,,,,85491_1,STR_1,Debby Kirkwood,,,CADOUX NORTH,85491,AMPLITEL,,,,Aug  3 2023  2:31PM,2023-08-03,2022-07-22,Christopher Prause,,,,B (Low),A,MAST GUYED,60.0,2002-05-17,-30.6494523,117.224275059,NOT PAINTED,429.2754211425781,182.48062304437312
1102,7115,1986,WA001986,46545,WA001986-8,Routine Maintenance,WA001986_STR_1,Swages at guy take offs suffering patches of surface corrosion,2022-12-12,4B - PM3 - 4 Years,"Treat (wire brush and apply protective coating of cold gal) to swages suffering surface corrosion @ 35m, T corner.",1C - MON,PM3,,,,,13546_1,STR_1,Debby Kirkwood,,,MARGARET RIVER MICROWAVE,13546,AMPLITEL,,,2026-12-11,,,2022-12-12,,,,,B (Low),A,MAST GUYED,73.2,2002-05-20,-18.697985,126.866413,NOT PAINTED,312.2784729003906,225.10536139288243
